id,title,address,longitude,latitude,identifier,lunch_duration_in_minutes,company_id,city_id,enabled,created_at,updated_at,phone,short_title
2082,Бэст Прайс Казахстан ТОО г. Астана Е-1190 ул. С.Нурмаганбетова 31,"улица Сагадата Нурмагамбетова, 31А, Астана, Казахстан",71.4861644209057,51.1241765339462,,"0",72,1,"0",2026-03-16 16:00:16,2026-03-16 16:00:16,7058923581,Фикс Прайс - С.Нурмаганбетова 31
743,Людмила-KZ ВОСТОК г.Караганда (Голубые пруды Сырдария),"микрорайон Голубые Пруды, 6/2, Караганда, Казахстан",73.1776729466792,49.832942388297,,"0",177,11,"0",,2026-05-22 15:20:12,7027580277,Супермаркет Аян Голубые пруды Сырдария
96,"ТК ""АРОМИКА ТОО г. Атырау",Азаттык 140 б,51.900354,47.079941,,"0",81,7,"0",,2025-08-07 19:23:33,7022587883,
89,Сауда Company 2030 ТОО,ул. Азаттык 116А/1,51.905897,47.085199,,"0",76,7,"0",,2025-08-07 19:30:09,7029587877,
88,Компания Эврика ТОО г. Атырау ул. Куттыгай Батыра 30,ул. Куттыгай Батыра 30,51.971213,47.112546,,"0",75,7,"0",,2025-08-07 19:30:41,7780010778,
76,Бэст Прайс Казахстан ТОО г. Атырау Е1118 ул. Сатпаева 40а,ул. Сатпаева 40а,51.895809,47.104321,,"0",72,7,"0",,2025-08-07 19:36:30,7751222101,
75,Бэст Прайс Казахстан ТОО г. Атырау Е-1171 ул. Баймуханова,Баймуханова 19 В,51.932038,47.126152,,"0",72,7,"0",,2025-08-07 19:36:52,7773689005,
94,ТехноGRAD ТОО г. Атырау,Азаттык 140 б,51.900354,47.079941,,"0",80,7,"0",,2025-08-08 10:37:37,7787412944,
87,Жалын 2040 ТОО,Промышленная зона 4 66/1,51.232106,43.637317,,"0",74,4,"0",,2025-08-08 10:41:30,7755142060,
103,филиал в г.Атырау ТОО Прима Дистрибьюшн,"улица Атамбаева, 70А, Атырау, Казахстан",51.9270844365307,47.0884728997555,,"0",83,7,"0",2025-08-07 19:16:36,2025-08-07 19:16:36,7022363981,
2065,"Бэст Прайс Казахстан ТОО г. Алматы Е 1294, ул.Жансугурова 80д","улица Жансугурова, 80Д, село Отеген батыра, Илийский район, Алматинская область, Казахстан",77.0275830548908,43.4323244372248,,"0",72,2,"0",2026-03-06 15:03:42,2026-03-06 15:03:42,7121212121,Фикс фрайс Жансугурова 80д
2070,"ЗАММЛЕР КАЗАХСТАН ТОО ПП-7 ул. Магистральная ул, 11","Магистральная улица, 11, микрорайон Айгерим-1, Алатауский район, Алматы, Казахстан",76.8607318405491,43.2652898618085,,"0",171,2,"0",2026-03-11 10:26:08,2026-03-11 10:26:08,7056260577,Заммлер ПП-7
2072,ЗАММЛЕР КАЗАХСТАН ТОО ПП-4 ул. Ратушного 64г,"улица Ю. Ратушного, 64Г, Алматы, Казахстан",76.9095790589691,43.2880806039757,,"0",171,2,"0",2026-03-11 10:33:46,2026-03-11 10:33:46,7056260577,Заммлер ПП-4
63,Jana Post ТОО,ул.Баймуханова 78,51.962976,47.124607,,"0",66,7,"0",,2025-08-07 19:59:34,7013788076,
2074,Шоколадный №1,"улица Зенкова, 2А, Алматы, Казахстан",76.91486,43.273564,,"0",176,2,"0",2026-03-12 12:20:16,2026-03-12 12:20:16,7056260577,Шоколадный №1
60,Тестовый объект,"улица Манаса, 5, Алматы, Казахстан",76.9073980945206,43.2429784612604,,"0",64,2,"0",2025-07-29 17:54:53,2025-07-29 17:54:53,7017136756,
93,ТехноGRAD ТОО г. Актау,Промышленная зона 4 66/1,51.232106,43.637317,,"0",80,4,"0",,2025-08-08 10:40:45,7018504877,
2055,Бискитвный цех,"улица Зенкова, 2А, Алматы, Казахстан",76.9564725928706,43.2634140620302,,"0",176,2,"0",2026-03-04 12:20:40,2026-03-04 12:20:40,1212121221,Бискитвный цех
1743,Alser улица Горького 71,улица Горького 71,82.617652,49.9504,,"0",209,30,"0",2025-10-07 14:59:05,2025-10-22 15:51:40,7713918840,Алсер
2084,"ТОО ALINA GROUP г. Астана ​ул. Коктал, 1а","улица Коктал, 1А, Сарыаркинский район, Астана, Казахстан",71.3510668233524,51.2158547591472,,"0",387,1,"0",2026-03-16 17:26:44,2026-03-16 17:26:44,7056026664,Алина групп Астана
375,RAMAZAN ELEVATOR ТОО,"Заводская улица, 23Б, Актобе, Казахстан",57.2311142012234,50.2759505668347,,"0",144,5,"0",,2025-09-03 10:39:06,7710687225,
2076,Карамельный №2,"улица Зенкова, 2А, Алматы, Казахстан",76.95638,43.263829,,"0",176,2,"0",2026-03-12 12:21:51,2026-03-12 12:21:51,7056260577,Карамельный №2
2095,Бэст Прайс Казахстан ТОО г. Астана Е-1303 ул. Сыганак 18,"улица Сыганак, 18, Астана, Казахстан",71.3804312887079,51.129492947409,,"0",72,1,"0",2026-03-27 11:26:30,2026-03-27 11:26:30,7058923581,Фикс прайс - Сыганак 18
2086,Бэст Прайс Казахстан ТОО г. Балхаш Е-1275 ул. Мухаметжанова 5,"микрорайон Сыдыка Мухамеджанова, 5, Балхаш, Карагандинская область, Казахстан",74.9825811669383,46.8462144838782,,"0",72,40,"0",2026-03-18 15:27:33,2026-03-18 15:48:09,7770792878,Фикс прайс Е-1275  Мухаметжанова 5
2085,"Бэст Прайс Казахстан ТОО г. Алматы Е 1276,  ул Жуалы 157","улица Жуалы, 157, Алматы, Казахстан",76.7959222663093,43.2216856970076,,"0",72,2,"0",2026-03-18 14:57:33,2026-03-18 15:48:16,7056260577,Фикс прайс ул Жуалы 157
2087,"ТОО ALINA GROUP г. Караганда ​ул. 129-й учетный квартал, ст132","129-й Учетный квартал, с132, Караганда, Казахстан",73.0928669252048,49.7895377971155,,"0",387,11,"0",2026-03-19 13:06:52,2026-03-19 13:06:52,7711039380,Алина групп Караганда
2088,Бэст Прайс Казахстан ТОО г. Балхаш Е1212 ул. Бр Жубановых 209,"улица Братьев Жубановых, 209, Актобе, Казахстан",57.1424459483222,50.3022575312178,,"0",72,5,"0",2026-03-19 15:56:30,2026-03-19 15:56:30,7777476717,Фикс прайс Е1212 Бр Жубановых 209
2089,РС - 1,"4-й микрорайон, 1, Конаев, Алматинская область, Казахстан",77.061581,43.854849,,"0",470,53,"0",2026-03-20 10:49:08,2026-03-20 10:49:08,7718570607,РС - 1
2090,РС - 2,"4-й микрорайон, 1, Конаев, Алматинская область, Казахстан",77.061581,43.854849,,"0",470,53,"0",2026-03-20 10:51:35,2026-03-20 10:51:35,7718570607,РС - 2
2056,Конфетный №1,"улица Зенкова, 2А, Алматы, Казахстан",76.9564128210172,43.2635365512087,,"0",176,2,"0",2026-03-04 13:17:39,2026-03-04 13:17:39,1212121212,Конфетный №1
2091,ТОО Охотская,улица Крылова 15,73.064087,49.810574,,"0",478,11,"0",2026-03-24 19:10:30,2026-03-24 19:10:30,7011211534,ТОО Охотская
613,Бэст Прайс Казахстан ТОО г. Шымкент с. Ленгер Е-1057 ул. Сауран 111/2,"улица Сауран, 111/2, село Султанрабат, Киелитасский сельский округ, Толебийский район, Туркестанская область, Казахстан",69.8338515539846,42.1855223532889,,"0",72,31,"0",,2025-09-02 20:11:39,7056642664,
2092,ЗАММЛЕР КАЗАХСТАН ТОО г. Уральск пр. Абая 110/1,"проспект Абая, 110/1, Уральск, Западно-Казахстанская область, Казахстан",51.3921398785778,51.2202458306971,,"0",171,29,"0",2026-03-26 10:08:12,2026-03-26 10:08:12,7775335330,Заммлер г. Уральск
178,Альфа- КТ,,,,,"0",70,7,"0",,,,
2093,Бэст Прайс Казахстан ТОО г. Алматы Е 1288,Улица Егінсу здание 37/1,76.802103,43.177734,,"0",72,2,"0",2026-03-26 15:16:10,2026-03-26 15:16:38,7011211534,Фикс прайс мкр. Акжар Е-1288
2094,ТОО Бэст Прайс Казахстан  г.Кокшетау Е9564 проспект Абылай Хана д.30А,"Центральный проезд, Кокшетау, Акмолинская область, Казахстан",69.3921205631328,53.3045784031934,,"0",72,13,"0",2026-03-26 18:07:14,2026-03-26 18:07:14,7051097981,Фикс Прайс Кокшетау проспект Абылай Хана д.30А
2096,ТОО Алина Компании 2008 г. Шымкент Койкельды батыр 4/8,"Енбекшинский район, Шымкент, Казахстан",69.6283215603171,42.295956836485,,"0",466,31,"0",2026-03-27 15:34:58,2026-03-27 15:34:58,7051188147,Алина Компании г. Шымкент
188,Детский мир - Казахстан ТОО г. Актау AK KALA MALL KZ-3249,"микрорайон 29А, 51, Актау, Мангистауская область, Казахстан",51.1776675280382,43.6735387370972,,"0",102,4,"0",,2025-09-17 11:11:05,7026650551,
189,Детский мир - Казахстан ТОО г. Актау ДМ Актау SHUM KZ 3394,"4-й микрорайон, 74, Актау, Мангистауская область, Казахстан",51.1657038372309,43.6373755450355,,"0",102,4,"0",,2025-09-17 11:11:27,7016870212,
2099,ТОО АЛТЫН САМРУК г. Алматы ул. Жаркова 280В,"улица Таира Жарокова, 280В, Алматы, Казахстан",76.9042689005063,43.2068086185609,,"0",480,2,"0",2026-03-27 18:21:42,2026-03-27 18:21:42,7056260577,Алтын Самрук ул. Жаркова 280В
1701,"ТОО ""Technodom Operator"" г. Караганда Космонавт 37|2","улица Космонавтов, 37/2, Караганда, Казахстан",73.1129870552254,49.7963212314325,,"0",79,11,"0",2025-09-02 18:22:21,2025-09-02 18:22:21,7087275391,Технодом Космонавтов37/2
2101,"Бэст Прайс Казахстан ТОО Е 1310, с.Чапаев Д.Конаев,стр.58","село Чапаев, Акжаикский район, Западно-Казахстанская область, Казахстан",51.1690982833411,50.1884929081446,,"0",72,29,"0",2026-03-30 12:24:23,2026-03-30 12:27:11,7775335330,"Фикс прайс Д.Конаев,стр.58"
2102,"Бэст прайс E1050 г.Петропавловск, ул.Имени Ярослава Гашека, д.19А","улица имени Ярослава Гашека, 19А, Петропавловск, Северо-Казахстанская область, Казахстан",69.1562895300289,54.89630127212,,"0",72,18,"0",2026-03-30 16:27:48,2026-03-30 16:27:48,7775335330,"Фикс прайс Гашека, д.19А"
2103,"ТОО Бэст Прайс Казахстан  г.Рудный  Ленина,стр.121,н.п.1","улица Ленина, 121Б, Рудный, Костанайская область, Казахстан",63.1227777991225,52.9633051993521,,"0",72,20,"0",2026-03-30 16:59:47,2026-03-30 16:59:47,7051097981,"Фикс Прайс Рудный Ленина,стр.121,н.п.1"
2104,ТОО ПРИМА ДИСТРИБЬЮШН В ГОРОДЕ АКТАУ,Мангистауская область г.Актау Промышленная зона 6 6,51.316647,43.598668,,"0",481,4,"0",2026-04-01 09:54:33,2026-04-01 09:54:33,7778700173,Прима дистрибьюшн г. Актау
237,Arena S (Арена S) ТОО г. Павлодар ул. Жаяу Муса 2,,,,,"0",65,17,"0",,,,
238,Arena S (Арена S) ТОО г. Риддер пр. Независимости 39/2,,,,,"0",65,19,"0",,,,
2077,Склады,"улица Зенкова, 2А, Алматы, Казахстан",76.956384613191,43.2636983666959,,"0",176,2,"0",2026-03-12 12:23:19,2026-03-12 12:23:19,7056260577,Склады
240,"Arena S (Арена S) ТОО г. Талдыкорган с. Еркин ул. Ащибулак, 50",,,,,"0",65,24,"0",,,,
241,Arena S (Арена S) ТОО г. Тараз ул. Сыпатай батыра 8б,,,,,"0",65,25,"0",,,,
2098,Макинская Птицефабрика Мойка Корпусов БП,"промышленная зона Северо-Восточная, 21, город Макинск, Буландынский район, Акмолинская область, Казахстан",70.417677,52.63281,,"0",179,16,"0",2026-03-27 16:17:36,2026-03-27 16:17:36,7771525751,МПФ Мойка Корпусов  БП
2105,"ЗАММЛЕР КАЗАХСТАН ТОО ХАБ г. Уральск Трасса Уральск - Саратов 24 к2,","улица 7-й километр, 1, посёлок Зачаганск, Уральская городская администрация, Западно-Казахстанская область, Казахстан",51.2799333580192,51.1883541900858,,"0",171,29,"0",2026-04-01 10:24:37,2026-04-01 10:24:37,7775335330,Заммлер ХАБ г. Уральск
283,"KFC г. Алматы ,KFC Гульженка (KFC)","Кульджинский тракт, 106, Алматы, Казахстан",77.0235247092501,43.3152386579605,,"0",67,2,"0",,2025-09-11 15:01:04,7056260577,
260,Jana Post ТОО г. Алматы Сәлем Базар,"улица Алихана Бокейханова, 514/1, Алматы, Казахстан",76.8967429094084,43.3007327352795,,"0",66,2,"0",,2025-09-08 16:53:34,7013788076,
2029,"Детский мир - Казахстан ТОО г. Кызылорда, Aray 2491","Проспект Нурсултана Назарбаева, 13а",65.519227,44.806039,,"0",102,14,"0",2026-02-24 14:52:01,2026-02-24 14:52:01,1212121211,
2030,Ирисный цех,"улица Зенкова, 2А, Алматы, Казахстан",76.9564266339874,43.263613504458,,"0",176,2,"0",2026-02-25 12:17:48,2026-03-12 12:22:33,1212112112,Ирисный цех
2106,ЖЖ Вагон,"Енбекшинский район, Шымкент, Казахстан",69.586942,42.315521,,"0",467,31,"0",2026-04-01 15:07:19,2026-04-01 15:07:19,7121212121,ЖЖ Вагон
1705,"Jana Post ТОО в г. Алматы Проспект Суюнбая, 258/4","проспект Суюнбая, 258/4, Алматы, Казахстан",76.9718128355861,43.3676843800681,,"0",66,2,"0",2025-09-08 17:35:09,2026-04-01 17:55:54,7013788076,Жана Пост
2107,Бэст Прайс Казахстан ТОО г. Темиртау Е-1158,"Улица Абая, стр 78/4",72.961958,50.059108,,"0",72,27,"0",2026-04-01 18:04:46,2026-04-01 18:04:46,7011211534,Фикс прайс Темиртау 1158
2108,"ТОО ""Techodom Operator""  г.Семей ул.Мухамедханова 36","улица Кайым Мухамедханова, 36, Семей, область Абай, Казахстан",80.258687010784,50.4109271522564,,"0",79,22,"0",2026-04-02 12:00:51,2026-04-02 12:00:51,7711245659,Технодом   г.Семей ул.Мухамедханова 36
2109,Бэст Прайс Казахстан ТОО г. Караганда Е-9494,"мкр.12, стр 51/1",73.210171,49.895216,,"0",72,11,"0",2026-04-02 16:38:34,2026-04-02 16:38:34,7011211534,Фикс Прайс 9494
1718,Тестовый объект5,"проспект Женис, 5А, Актобе, Казахстан",57.143397010498,50.3193983785725,,"0",359,5,"0",2025-09-29 11:16:31,2025-09-29 11:16:31,7523231321,
2117,Бэст Прайс Казахстан ТОО г. Астана Е-1096 проспект Сарыарка 5,"проспект Сарыарка, 5, Астана, Казахстан",71.4093497925371,51.1612819020889,,"0",72,1,"0",2026-04-03 15:48:15,2026-04-03 15:48:33,7471984674,Фикс прайс Сарыарка 5
2118,Бригадир,"улица Зенкова, 2А, Алматы, Казахстан",76.91486,43.273564,,"0",176,2,"0",2026-04-03 17:19:07,2026-04-03 17:19:07,7056260577,Бригадир
2119,ТЦ_Гагарина_74,"проспект Юрия Гагарина, 74, Алматы, Казахстан",76.8946319332955,43.2425802898646,,"0",477,2,"0",2026-04-04 16:08:08,2026-04-04 16:08:08,7453133213,ТЦ на Гагарина
2120,Бэст Прайс Казахстан ТОО п. Атамекен Е-1064 ул.Макажанова 54,"улица Макажанова, 54, посёлок Атамекен, городская администрация Павлодар, Казахстан",76.7796499070678,52.2581873034834,,"0",72,17,"0",2026-04-07 09:11:38,2026-04-07 09:11:38,7711245659,Фикс прайс ул.Макажанова 54
2121,ТОО ТАМОЖЕННЫЙ СКЛАД - ОРАЛ г. Уральск Потанина 14А,"улица Григория Потанина, 14А, Уральск, Западно-Казахстанская область, Казахстан",51.4153336526559,51.2365696696209,,"0",484,29,"0",2026-04-08 10:25:02,2026-04-08 10:25:02,7011211534,ТАМОЖЕННЫЙ СКЛАД - ОРАЛ
2122,Бэст Прайс Казахстан ТОО г. Усть-Каменогорск Е1257  ул. Севастопольская д 5,"Севастопольская улица, 5, Усть-Каменогорск, Восточно-Казахстанская область, Казахстан",82.5809331483567,49.9661199347137,,"0",72,30,"0",2026-04-08 11:36:52,2026-04-08 11:36:52,7715257515,Фикс прайс ул. Севастопольская д 5
2124,"Бэст Прайс Казахстан ТОО г. Алматы Е 1232,ул. Макатаева,д.45","улица Мукагали Макатаева, 45, Алматы, Казахстан",76.9557927631067,43.2650847124576,,"0",72,2,"0",2026-04-08 15:08:00,2026-04-08 15:08:00,7715257245,"Фикс прайс ул. Макатаева,д.45"
2125,"Бэст Прайс Казахстан ТОО г. Каскелен E1289 ,​ проспект Абылай хана, 28/1","проспект Абылай Хана, Каскелен, Карасайский район, Алматинская область, Казахстан",76.6592503736151,43.2041912260731,,"0",72,12,"0",2026-04-08 16:06:37,2026-04-08 16:06:37,7715257245,"Фикс прайс ​Проспект Абылай хана, 28/1"
340,KFC - Maxi Mall Ekibastuz010127830,М.Ауэзова 47Б,75.32424,51.728537,,"0",67,32,"0",,2026-02-22 18:24:14,7476100720,
1677,"Детский мир - Казахстан ТОО г. Астана ул,  Туран, 53В ТЦ NCITY KZ 9358","проспект Туран, 53В, Астана, Казахстан",71.3981273161327,51.1168548025252,,"0",102,1,"0",2025-09-02 16:27:21,2026-04-08 16:10:53,7747897749,Детский Мир Ncity
2126,Бэст Прайс Казахстан ТОО г. Астана Е-1307 ул. Сыганак 18,"улица Сыганак, 18, Астана, Казахстан",71.380494601066,51.1293895262378,,"0",72,1,"0",2026-04-08 17:03:17,2026-04-08 17:03:17,7471984674,Фикс прайс  ул. Сыганак 18
2127,Бэст Прайс Казахстан ТОО Е - 9561 гг. Павлодар ул.Камзина д.51,"улица Камзина, 51, Павлодар, Казахстан",76.9833484661477,52.2795003300849,,"0",72,17,"0",2026-04-09 17:03:13,2026-04-09 17:03:13,7711245659,Фикс прайс ул.Камзина д.51
2128,ТОО EURASIA GROUP KAZAKHSTAN г. Көкшетау ул. Уалиханова 228/67,"улица Шокана Уалиханова, 228/67, Кокшетау, Акмолинская область, Казахстан",69.445521402324,53.2653391640526,,"0",485,13,"0",2026-04-10 16:15:55,2026-04-10 16:15:55,7056026664,Евразиан груп г. Кокшетау
2130,"ЗАММЛЕР КАЗАХСТАН ТОО ХАБ г. Усть-Каменогорск Самарское шоссе, 49/1","Республиканская улица, 57, Усть-Каменогорск, Восточно-Казахстанская область, Казахстан",82.6478026018469,49.9306314606618,,"0",171,30,"0",2026-04-14 12:43:35,2026-04-14 12:43:35,7715257515,"Заммлер Самарское шоссе, 49/1"
2129,Бэст Прайс Казахстан ТОО г. Алматы Е-1306,Улица Айнабулак 32,76.965605,43.160678,,"0",72,2,"0",2026-04-11 13:20:53,2026-04-15 17:15:00,7011211534,Фикс прайс Улица Айнабулак 32
2057,Конфетный №2,"улица Зенкова, 2А, Алматы, Казахстан",76.9563670791208,43.2635150820695,,"0",176,2,"0",2026-03-04 13:18:06,2026-03-04 13:18:06,1212121212,Конфетный №2
2110,Бэст Прайс Казахстан ТОО г. Караганда Е-1244,Улица Орбита 1,73.12847,49.784663,,"0",72,11,"0",2026-04-02 16:41:11,2026-04-02 16:41:11,7011211534,Фикс Прайс 1244
2114,Филиал ТОО KAZOPTFOOD в городе Астана,"улица Александра Пушкина, 75, Астана, Казахстан",71.497194912852,51.1895930413298,,"0",482,1,"0",2026-04-03 11:57:58,2026-04-03 11:57:58,7011211534,РОКОС Астана
2131,САНТЕХ КОМПЛЕКТ ГРУПП ТОО Г. АЛМАТЫ УЛ.БУХТАРМИНСКАЯ 66,"Бухтарминская улица, 66, Турксибский район, Алматы, Казахстан",77.0154817386967,43.3277965657736,,"0",486,2,"0",2026-04-14 16:16:56,2026-04-14 17:00:17,7056260577,Сантех комплект групп Бухтарминская 66
374,Orda-mart ТОО г Астана Австрийский квартал,"улица Шамши Калдаякова, 6, Астана, Казахстан",71.4592273180101,51.1179204818402,,"0",143,1,"0",,2025-09-08 15:05:48,7471473107,
1719,ТОО Бэст Прайс г. Атырау Е-9569,улица Алмагуль 17а,51.944911,47.118844,,"0",72,7,"0",2025-10-02 16:08:59,2025-10-02 16:08:59,7719699185,
1986,ЖЖ Склад,"Енбекшинский район, Шымкент, Казахстан",69.6490307637265,42.3333806213481,,"0",467,31,"0",2026-02-02 22:03:02,2026-02-02 22:03:02,1212121211,ЖЖ Склад
433,"VEDA Kazakhstan (ВЕДА Казахстан) ТОО г. Алматы, ул. Султана Бейбарыса 17","улица Султана Бейбарыса, 17, микрорайон Таугуль-3, Алматы, Казахстан",76.8568805137468,43.202018738913,,"0",150,2,"0",,2025-09-08 22:08:32,7770020173,
2031,Детский мир - Казахстан ТОО г.Алматы Mart Village 2197,"улица Рихарда Зорге, 18, Алматы, Казахстан",76.9551967389491,43.3367144690748,,"0",102,2,"0",2026-02-25 15:50:11,2026-02-25 15:50:11,1212121212,
2115,"Филиал ТОО KAZOPTFOOD г. Усть-Каменогорск, пр. Абая, 203/3, складское помещение,","проспект Абая, 203/3, Усть-Каменогорск, Восточно-Казахстанская область, Казахстан",82.627848,49.948325,,"0",482,30,"0",2026-04-03 11:58:25,2026-04-03 11:58:25,7771009850,"Рокос, Абая 203/3"
2132,"БЭСТ ПРАЙС КАЗАХСТАН ТОО г.Шахтинск Е-1036 ул Виктора Хара,д.3","улица Виктора Хара, 3, Шахтинск, Карагандинская область, Казахстан",72.5851294451037,49.7115707415285,,"0",72,61,"0",2026-04-15 17:14:49,2026-04-15 17:15:09,7711039380,"Фикс прайс ул Виктора Хара,д.3"
2133,БЭСТ ПРАЙС КАЗАХСТАН ТОО г.Жезказган Е-1204 ул. Ғарышкерлер 26,"бульвар Гарышкерлер, 26, Жезказган, область Улытау, Казахстан",67.7072140630073,47.8003584940801,,"0",72,10,"0",2026-04-15 17:20:20,2026-04-15 17:20:20,7711039380,Фикс прайс ул. Ғарышкерлер 26
2135,XARTI FOIL ТОО г. Актобе Смагулова 7в,"улица А. Смагулова, 7В, Актобе, Казахстан",57.2010958785778,50.2958312597682,,"0",487,5,"0",2026-04-16 17:09:56,2026-04-16 17:09:56,7777476717,XARTI FOIL Смагулова 7в
2136,"БЭСТ ПРАЙС КАЗАХСТАН ТОО Е1309 г. Астана, ул. Ж Нажимеденов 7","улица Жумекена Нажимеденова, 7, Астана, Казахстан",71.5026792846597,51.1150330952978,,"0",72,1,"0",2026-04-20 15:57:21,2026-04-20 15:57:21,7471984674,Фикс  прайс ул. Ж Нажимеденов 7
2034,Trade Retail Group ТОО г. Астана ул. Нажимеденова 20,"улица Жумекена Нажимеденова, 20, Астана, Казахстан",71.481905647004,51.1175610710548,,"0",149,1,"0",2026-02-25 17:26:42,2026-02-25 17:26:42,7056026664,
2137,"БЭСТ ПРАЙС КАЗАХСТАН ТОО Е9485 г. Астана, ул. Сатпаева 22/1","улица Каныша Сатпаева, 22/1, Астана, Казахстан",71.4780671259983,51.1387427047564,,"0",72,1,"0",2026-04-21 14:54:37,2026-04-21 14:54:37,7471984674,Фикс прайс ул. Сатпаева 22/1
2032,Бэст Прайс Е-1186 пос. БОРАЛДАЙ ул. Бостанова 29,Улица Бостанова 29,76.91486,43.273564,,"0",72,2,"0",2026-02-25 16:09:28,2026-02-26 13:48:31,7011211534,
2139,Детский мир - Казахстан ТОО г.Алматы АДК,"улица Каныша Сатпаева, 90, Алматы, Казахстан",76.8790981411434,43.2328816092991,,"0",102,2,"0",2026-04-22 18:09:49,2026-04-22 18:09:49,7715257245,Детский мир АДК
2140,Бэст Прайс Казахстан ТОО г. Усть-Каменогорск Е9461 ул. Мызы 2/3,"улица Мызы, 2/3, Усть-Каменогорск, Восточно-Казахстанская область, Казахстан",82.6445056384997,49.9574810352835,,"0",72,30,"0",2026-04-23 09:35:34,2026-04-23 09:35:47,7715257515,Фикс прайс Е9461 Мызы 2/3
